fotmob_player_id,sportsapi_player_id,player_name,team_name,competition_name,season_name,tournament_id,season_id,heatmap_key,activity_filter,in_box_ratio,out_box_final_ratio,mid_third_ratio,final_third_ratio,sample_points,generated_at
1323827,1216309,Jon Gorrotxategi,,LaLiga,2025/2026,8,77559,1323827:8:77559,cluster-v1,0,19,81,19,1137,2026-08-08T00:54:34.500830+00:00
1575945,1534422,Oso,,LaLiga,2025/2026,8,77559,1575945:8:77559,cluster-v1,5,48,47,53,452,2026-08-08T00:54:36.408126+00:00
1321605,1154549,Mario Martín,,LaLiga,2025/2026,8,77559,1321605:8:77559,cluster-v1,7,36,57,43,834,2026-08-08T00:54:38.356847+00:00
750031,826010,Pol Lozano,,LaLiga,2025/2026,8,77559,750031:8:77559,cluster-v1,0,22,78,22,901,2026-08-08T00:54:40.450414+00:00
1132607,997033,Peque Fernández,,LaLiga,2025/2026,8,77559,1132607:8:77559,cluster-v1,5,30,65,35,381,2026-08-08T00:54:42.247450+00:00
1210647,980410,Beñat Turrientes,,LaLiga,2025/2026,8,77559,1210647:8:77559,cluster-v1,0,18,82,18,661,2026-08-08T00:54:44.392028+00:00
743720,758664,Charles Pickel,,LaLiga,2025/2026,8,77559,743720:8:77559,cluster-v1,0,17,83,17,166,2026-08-08T00:54:48.381663+00:00
37436,17651,Santi Cazorla,,LaLiga,2025/2026,8,77559,37436:8:77559,cluster-v1,0,26,74,26,435,2026-08-08T00:54:50.562801+00:00
999690,1049442,Ilan Kebbal,,Ligue 1,2025/2026,34,77356,999690:34:77356,cluster-v1,5,36,59,41,1309,2026-08-08T00:54:58.960283+00:00
950473,942116,Mason Greenwood,,Ligue 1,2025/2026,34,77356,950473:34:77356,cluster-v1,11,43,46,54,1346,2026-08-08T00:55:00.921074+00:00
254308,148824,Florian Thauvin,,Ligue 1,2025/2026,34,77356,254308:34:77356,cluster-v1,13,41,46,54,1314,2026-08-08T00:55:03.176843+00:00
1297165,996952,Bradley Barcola,,Ligue 1,2025/2026,34,77356,1297165:34:77356,cluster-v1,18,53,29,71,806,2026-08-08T00:55:05.368621+00:00
562719,581314,Valentin Rongier,,Ligue 1,2025/2026,34,77356,562719:34:77356,cluster-v1,0,26,74,26,1554,2026-08-08T00:55:07.422580+00:00
266523,149593,Pierre-Emile Højbjerg,,Ligue 1,2025/2026,34,77356,266523:34:77356,cluster-v1,3,21,76,24,1639,2026-08-08T00:55:09.590019+00:00
823293,863133,Aron Dønnum,,Ligue 1,2025/2026,34,77356,823293:34:77356,cluster-v1,6,39,55,45,1059,2026-08-08T00:55:12.085553+00:00
1113724,979118,Tyler Morton,,Ligue 1,2025/2026,34,77356,1113724:34:77356,cluster-v1,0,25,75,25,1186,2026-08-08T00:55:16.412814+00:00
473852,343067,Corentin Tolisso,,Ligue 1,2025/2026,34,77356,473852:34:77356,cluster-v1,8,28,64,36,1244,2026-08-08T00:55:18.599711+00:00
148830,51665,Benjamin André,,Ligue 1,2025/2026,34,77356,148830:34:77356,cluster-v1,4,28,68,32,1407,2026-08-08T00:55:22.981110+00:00
1272440,1127057,Valentín Barco,,Ligue 1,2025/2026,34,77356,1272440:34:77356,cluster-v1,2,26,72,28,1283,2026-08-08T00:55:25.353034+00:00
445856,227862,Wesley Saïd,,Ligue 1,2025/2026,34,77356,445856:34:77356,cluster-v1,12,32,56,44,736,2026-08-08T00:55:27.403258+00:00
955411,911851,Yann Gboho,,Ligue 1,2025/2026,34,77356,955411:34:77356,cluster-v1,11,44,45,55,1082,2026-08-08T00:55:31.628705+00:00
1331097,1174462,Pablo Pagis,,Ligue 1,2025/2026,34,77356,1331097:34:77356,cluster-v1,9,37,54,46,715,2026-08-08T00:55:33.644915+00:00
1103837,1001458,Issa Soumaré,,Ligue 1,2025/2026,34,77356,1103837:34:77356,cluster-v1,13,40,47,53,1117,2026-08-08T00:55:36.030025+00:00
1073742,973556,Julio Enciso,,Ligue 1,2025/2026,34,77356,1073742:34:77356,cluster-v1,10,39,51,49,807,2026-08-08T00:55:38.578096+00:00
1367047,1215906,Afonso Moreira,,Ligue 1,2025/2026,34,77356,1367047:34:77356,cluster-v1,13,51,36,64,711,2026-08-08T00:55:40.708356+00:00
1305618,1130939,Maghnes Akliouche,,Ligue 1,2025/2026,34,77356,1305618:34:77356,cluster-v1,7,41,52,48,1246,2026-08-08T00:55:42.926925+00:00
660326,787827,Matthieu Udol,,Ligue 1,2025/2026,34,77356,660326:34:77356,cluster-v1,10,38,52,48,984,2026-08-08T00:55:47.272962+00:00
1305543,1151803,Kévin Danois,,Ligue 1,2025/2026,34,77356,1305543:34:77356,cluster-v1,1,29,70,30,1421,2026-08-08T00:55:49.563288+00:00
1073905,992026,Rassoul Ndiaye,,Ligue 1,2025/2026,34,77356,1073905:34:77356,cluster-v1,3,33,64,36,948,2026-08-08T00:55:55.806481+00:00
1367615,1142672,Warren Zaïre-Emery,,Ligue 1,2025/2026,34,77356,1367615:34:77356,cluster-v1,3,32,65,35,1647,2026-08-08T00:55:58.021705+00:00
1342754,1142233,Diego Moreira,,Ligue 1,2025/2026,34,77356,1342754:34:77356,cluster-v1,5,41,54,46,917,2026-08-08T00:56:00.089509+00:00
982677,934237,Folarin Balogun,,Ligue 1,2025/2026,34,77356,982677:34:77356,cluster-v1,31,38,31,69,577,2026-08-08T00:56:04.468739+00:00
923196,927005,Lassine Sinayoko,,Ligue 1,2025/2026,34,77356,923196:34:77356,cluster-v1,15,43,42,58,1167,2026-08-08T00:56:06.641819+00:00
637746,795228,Odsonne Édouard,,Ligue 1,2025/2026,34,77356,637746:34:77356,cluster-v1,21,40,39,61,428,2026-08-08T00:56:08.480160+00:00
1086012,962883,Ansu Fati,,Ligue 1,2025/2026,34,77356,1086012:34:77356,cluster-v1,9,36,55,45,399,2026-08-08T00:56:12.328462+00:00
692984,818244,Ousmane Dembélé,,Ligue 1,2025/2026,34,77356,692984:34:77356,cluster-v1,8,53,39,61,607,2026-08-08T00:56:14.382823+00:00
150565,51498,Pierre-Emerick Aubameyang,,Ligue 1,2025/2026,34,77356,150565:34:77356,cluster-v1,20,35,45,55,496,2026-08-08T00:56:16.322797+00:00
1302715,1190938,Martial Godo,,Ligue 1,2025/2026,34,77356,1302715:34:77356,cluster-v1,16,43,41,59,506,2026-08-08T00:56:18.333315+00:00
696263,825681,Romain Del Castillo,,Ligue 1,2025/2026,34,77356,696263:34:77356,cluster-v1,3,45,52,48,1217,2026-08-08T00:56:22.767811+00:00
471153,343971,Ludovic Ajorque,,Ligue 1,2025/2026,34,77356,471153:34:77356,cluster-v1,14,31,55,45,1081,2026-08-08T00:56:25.175712+00:00
763974,842391,Gauthier Hein,,Ligue 1,2025/2026,34,77356,763974:34:77356,cluster-v1,4,36,60,40,1273,2026-08-08T00:56:27.277746+00:00
900433,889259,Khvicha Kvaratskhelia,,Ligue 1,2025/2026,34,77356,900433:34:77356,cluster-v1,15,45,40,60,952,2026-08-08T00:56:29.440636+00:00
844437,859026,Amine Gouiri,,Ligue 1,2025/2026,34,77356,844437:34:77356,cluster-v1,10,46,44,56,461,2026-08-08T00:56:31.422339+00:00
527103,352296,Breel Embolo,,Ligue 1,2025/2026,34,77356,527103:34:77356,cluster-v1,19,33,48,52,553,2026-08-08T00:56:33.334070+00:00
953812,944164,Sofiane Diop,,Ligue 1,2025/2026,34,77356,953812:34:77356,cluster-v1,6,34,60,40,962,2026-08-08T00:56:35.355781+00:00
1339208,1154605,Désiré Doué,,Ligue 1,2025/2026,34,77356,1339208:34:77356,cluster-v1,11,49,40,60,960,2026-08-08T00:56:40.649620+00:00
1156569,962068,Sebastian Nanasi,,Ligue 1,2025/2026,34,77356,1156569:34:77356,cluster-v1,10,30,60,40,310,2026-08-08T00:56:42.526542+00:00
46469,39070,Olivier Giroud,,Ligue 1,2025/2026,34,77356,46469:34:77356,cluster-v1,20,27,53,47,345,2026-08-08T00:56:44.436781+00:00
813055,876600,Mousa Tamari,,Ligue 1,2025/2026,34,77356,813055:34:77356,cluster-v1,15,53,32,68,886,2026-08-08T00:56:46.539566+00:00
1265963,981815,Igor Paixão,,Ligue 1,2025/2026,34,77356,1265963:34:77356,cluster-v1,12,48,40,60,759,2026-08-08T00:56:48.610764+00:00
1250492,999070,Matthis Abline,,Ligue 1,2025/2026,34,77356,1250492:34:77356,cluster-v1,17,46,37,63,753,2026-08-08T00:56:50.762727+00:00
1320949,1128844,Emersonn,,Ligue 1,2025/2026,34,77356,1320949:34:77356,cluster-v1,17,42,41,59,471,2026-08-08T00:56:52.600390+00:00
940087,934510,Gonçalo Ramos,,Ligue 1,2025/2026,34,77356,940087:34:77356,cluster-v1,25,39,36,64,428,2026-08-08T00:56:54.395330+00:00
586388,318963,Aleksandr Golovin,,Ligue 1,2025/2026,34,77356,586388:34:77356,cluster-v1,5,46,49,51,785,2026-08-08T00:56:58.946201+00:00
693171,806076,Ludovic Blas,,Ligue 1,2025/2026,34,77356,693171:34:77356,cluster-v1,10,47,43,57,760,2026-08-08T00:57:01.225380+00:00
1310270,1156353,Kamory Doumbia,,Ligue 1,2025/2026,34,77356,1310270:34:77356,cluster-v1,7,31,62,38,875,2026-08-08T00:57:03.165160+00:00
1342757,1190933,João Neves,,Ligue 1,2025/2026,34,77356,1342757:34:77356,cluster-v1,4,30,66,34,924,2026-08-08T00:57:05.189646+00:00
1421275,1140859,Hamza Igamane,,Ligue 1,2025/2026,34,77356,1421275:34:77356,cluster-v1,15,51,34,66,111,2026-08-08T00:57:06.863162+00:00
1324358,1169436,Frank Magri,,Ligue 1,2025/2026,34,77356,1324358:34:77356,cluster-v1,19,28,53,47,323,2026-08-08T00:57:10.834377+00:00
765158,842399,Alimami Gory,,Ligue 1,2025/2026,34,77356,765158:34:77356,cluster-v1,11,34,55,45,179,2026-08-08T00:57:12.788877+00:00
1213430,979315,Elye Wahi,,Ligue 1,2025/2026,34,77356,1213430:34:77356,cluster-v1,31,31,38,62,128,2026-08-08T00:57:14.483374+00:00
1586559,1545376,Rayan Fofana,,Ligue 1,2025/2026,34,77356,1586559:34:77356,cluster-v1,22,33,45,55,189,2026-08-08T00:57:16.531327+00:00
841395,875548,Aiyegun Tosin,,Ligue 1,2025/2026,34,77356,841395:34:77356,cluster-v1,21,35,44,56,183,2026-08-08T00:57:18.599671+00:00
317062,231946,Adrien Thomasson,,Ligue 1,2025/2026,34,77356,317062:34:77356,cluster-v1,10,30,60,40,1426,2026-08-08T00:57:20.541949+00:00
883824,877979,Willem Geubbels,,Ligue 1,2025/2026,34,77356,883824:34:77356,cluster-v1,23,26,51,49,207,2026-08-08T00:57:24.506787+00:00
817724,867440,Danny Namaso,,Ligue 1,2025/2026,34,77356,817724:34:77356,cluster-v1,11,39,50,50,1069,2026-08-08T00:57:26.601574+00:00
1748405,2137784,Prosper Peter,,Ligue 1,2025/2026,34,77356,1748405:34:77356,cluster-v1,13,21,66,34,313,2026-08-08T00:57:28.722683+00:00
1123587,1103141,Sambou Soumano,,Ligue 1,2025/2026,34,77356,1123587:34:77356,cluster-v1,29,21,50,50,171,2026-08-08T00:57:30.719805+00:00
942358,934498,Félix Correia,,Ligue 1,2025/2026,34,77356,942358:34:77356,cluster-v1,9,49,42,58,887,2026-08-08T00:57:32.911714+00:00
715301,821728,Jonathan Clauss,,Ligue 1,2025/2026,34,77356,715301:34:77356,cluster-v1,6,39,55,45,950,2026-08-08T00:57:35.086228+00:00
1640832,1855502,Arsène Kouassi,,Ligue 1,2025/2026,34,77356,1640832:34:77356,cluster-v1,6,42,52,48,760,2026-08-08T00:57:37.354856+00:00
1362516,1199247,Santiago Hidalgo,,Ligue 1,2025/2026,34,77356,1362516:34:77356,cluster-v1,12,41,47,53,525,2026-08-08T00:57:39.348101+00:00
605654,784655,Fabián Ruiz,,Ligue 1,2025/2026,34,77356,605654:34:77356,cluster-v1,2,30,68,32,965,2026-08-08T00:57:41.254135+00:00
940976,917087,Kang-in Lee,,Ligue 1,2025/2026,34,77356,940976:34:77356,cluster-v1,4,45,51,49,1001,2026-08-08T00:57:43.168204+00:00
1002617,966849,Saud Abdulhamid,,Ligue 1,2025/2026,34,77356,1002617:34:77356,cluster-v1,5,44,51,49,578,2026-08-08T00:57:45.033035+00:00
365672,257205,Sofiane Boufal,,Ligue 1,2025/2026,34,77356,365672:34:77356,cluster-v1,5,42,53,47,428,2026-08-08T00:57:46.971971+00:00
939061,875677,Giorgi Tsitaishvili,,Ligue 1,2025/2026,34,77356,939061:34:77356,cluster-v1,8,52,40,60,770,2026-08-08T00:57:49.027145+00:00
467486,330051,Moses Simon,,Ligue 1,2025/2026,34,77356,467486:34:77356,cluster-v1,10,46,44,56,617,2026-08-08T00:57:53.290922+00:00
604783,292665,Glen Kamara,,Ligue 1,2025/2026,34,77356,604783:34:77356,cluster-v1,0,0,100,0,6,2026-08-08T00:57:56.319203+00:00
1928651,2509490,Jahyann Pandore,,Ligue 1,2025/2026,34,77356,1928651:34:77356,cluster-v1,0,0,100,0,4,2026-08-08T00:57:57.949641+00:00
1684579,1936816,Soriba Diaoune,,Ligue 1,2025/2026,34,77356,1684579:34:77356,cluster-v1,34,47,19,81,32,2026-08-08T00:58:01.253366+00:00
688830,822708,Amadou Haidara,,Ligue 1,2025/2026,34,77356,688830:34:77356,cluster-v1,0,33,67,33,36,2026-08-08T00:58:03.074320+00:00
1839135,2076689,Believe Munongo,,Ligue 1,2025/2026,34,77356,1839135:34:77356,cluster-v1,0,22,78,22,122,2026-08-08T00:58:04.822256+00:00
1189856,1029018,Abdallah Sima,,Ligue 1,2025/2026,34,77356,1189856:34:77356,cluster-v1,18,37,45,55,231,2026-08-08T00:58:08.437371+00:00
1097446,993952,Noah Cadiou,,Ligue 1,2025/2026,34,77356,1097446:34:77356,cluster-v1,2,19,79,21,800,2026-08-08T00:58:10.628759+00:00
352879,250737,Adrien Rabiot,,Ligue 1,2025/2026,34,77356,352879:34:77356,cluster-v1,0,100,0,100,9,2026-08-08T00:58:12.134122+00:00
612699,788921,Florian Sotoca,,Ligue 1,2025/2026,34,77356,612699:34:77356,cluster-v1,2,54,44,56,188,2026-08-08T00:58:14.105290+00:00
1739906,1545023,Mathys de Carvalho,,Ligue 1,2025/2026,34,77356,1739906:34:77356,cluster-v1,0,7,93,7,76,2026-08-08T00:58:15.904459+00:00
1573544,1545297,Anthony Bermont,,Ligue 1,2025/2026,34,77356,1573544:34:77356,cluster-v1,8,50,42,58,24,2026-08-08T00:58:19.812007+00:00
1668294,1893993,Gabin Bernardeau,,Ligue 1,2025/2026,34,77356,1668294:34:77356,cluster-v1,0,0,100,0,6,2026-08-08T00:58:21.525701+00:00
770321,916041,Mahdi Camara,,Ligue 1,2025/2026,34,77356,770321:34:77356,cluster-v1,4,31,65,35,1248,2026-08-08T00:58:23.737346+00:00
1338390,1202024,Ernest Nuamah,,Ligue 1,2025/2026,34,77356,1338390:34:77356,cluster-v1,0,100,0,100,6,2026-08-08T00:58:25.757426+00:00
1347791,1195241,Yassin Belkhdim,,Ligue 1,2025/2026,34,77356,1347791:34:77356,cluster-v1,4,27,69,31,630,2026-08-08T00:58:27.726737+00:00
267000,153218,Thomas Delaine,,Ligue 1,2025/2026,34,77356,267000:34:77356,cluster-v1,0,29,71,29,68,2026-08-08T00:58:29.374468+00:00
310836,209768,Pierrick Capelle,,Ligue 1,2025/2026,34,77356,310836:34:77356,cluster-v1,0,26,74,26,138,2026-08-08T00:58:31.419218+00:00
1079539,963298,Dilane Bakwa,,Ligue 1,2025/2026,34,77356,1079539:34:77356,cluster-v1,0,67,33,67,9,2026-08-08T00:58:33.213882+00:00
1254234,1401702,Ethan Nwaneri,,Ligue 1,2025/2026,34,77356,1254234:34:77356,cluster-v1,0,51,49,51,68,2026-08-08T00:58:36.206585+00:00
1033099,985923,Hicham Boudaoui,,Ligue 1,2025/2026,34,77356,1033099:34:77356,cluster-v1,2,21,77,23,706,2026-08-08T00:58:38.036609+00:00
1283469,1127191,Oussama El Azzouzi,,Ligue 1,2025/2026,34,77356,1283469:34:77356,cluster-v1,3,21,76,24,244,2026-08-08T00:58:41.791053+00:00
1738340,1961626,Rudy Matondo,,Ligue 1,2025/2026,34,77356,1738340:34:77356,cluster-v1,3,14,83,17,439,2026-08-08T00:58:43.819076+00:00
1695681,1868591,Aladji Bamba,,Ligue 1,2025/2026,34,77356,1695681:34:77356,cluster-v1,0,21,79,21,446,2026-08-08T00:58:46.103687+00:00
1814264,2250107,Tadjidine Mmadi,,Ligue 1,2025/2026,34,77356,1814264:34:77356,cluster-v1,43,0,57,43,7,2026-08-08T00:58:49.658969+00:00
1387389,1149127,Arthur Vermeeren,,Ligue 1,2025/2026,34,77356,1387389:34:77356,cluster-v1,0,22,78,22,464,2026-08-08T00:58:52.991787+00:00
1832893,2318284,Harouna Djibirin,,Ligue 1,2025/2026,34,77356,1832893:34:77356,cluster-v1,10,48,42,58,48,2026-08-08T00:58:54.800428+00:00
904021,913942,Romain Faivre,,Ligue 1,2025/2026,34,77356,904021:34:77356,cluster-v1,0,32,68,32,123,2026-08-08T00:58:56.518303+00:00
561046,579576,Ruben Aguilar,,Ligue 1,2025/2026,34,77356,561046:34:77356,cluster-v1,5,43,52,48,722,2026-08-08T00:58:58.496023+00:00
1593857,1590918,Ibrahim Mbaye,,Ligue 1,2025/2026,34,77356,1593857:34:77356,cluster-v1,9,55,36,64,560,2026-08-08T00:59:00.226252+00:00
1514456,1410231,Pathé Mboup,,Ligue 1,2025/2026,34,77356,1514456:34:77356,cluster-v1,9,49,42,58,391,2026-08-08T00:59:02.169671+00:00
1664716,1894003,Dayann Methalie,,Ligue 1,2025/2026,34,77356,1664716:34:77356,cluster-v1,9,41,50,50,591,2026-08-08T00:59:08.580608+00:00
1215410,1471095,Ibrahim Osman,,Ligue 1,2025/2026,34,77356,1215410:34:77356,cluster-v1,7,47,46,54,170,2026-08-08T00:59:10.193004+00:00
1161211,929620,Fabian Rieder,,Ligue 1,2025/2026,34,77356,1161211:34:77356,cluster-v1,0,100,0,100,4,2026-08-08T00:59:11.685580+00:00
1804654,1891021,Nordan Mukiele,,Ligue 1,2025/2026,34,77356,1804654:34:77356,cluster-v1,0,50,50,50,6,2026-08-08T00:59:13.351658+00:00
1092680,990743,Morgan Guilavogui,,Ligue 1,2025/2026,34,77356,1092680:34:77356,cluster-v1,14,36,50,50,149,2026-08-08T00:59:15.335571+00:00
1705134,1514800,Robinio Vaz,,Ligue 1,2025/2026,34,77356,1705134:34:77356,cluster-v1,13,50,37,63,32,2026-08-08T00:59:17.184367+00:00
944385,962064,Isak Jansson,,Ligue 1,2025/2026,34,77356,944385:34:77356,cluster-v1,6,52,42,58,139,2026-08-08T00:59:19.178662+00:00
1199382,1035986,Josué Casimir,,Ligue 1,2025/2026,34,77356,1199382:34:77356,cluster-v1,5,41,54,46,486,2026-08-08T00:59:21.205558+00:00
1276685,1126588,Lasso Coulibaly,,Ligue 1,2025/2026,34,77356,1276685:34:77356,cluster-v1,4,37,59,41,74,2026-08-08T00:59:23.042353+00:00
541933,557166,Mama Baldé,,Ligue 1,2025/2026,34,77356,541933:34:77356,cluster-v1,21,49,30,70,150,2026-08-08T00:59:25.055230+00:00
413525,296434,Laurent Abergel,,Ligue 1,2025/2026,34,77356,413525:34:77356,cluster-v1,0,16,84,16,1066,2026-08-08T00:59:27.213113+00:00
1355526,1153355,Maxi Oyedele,,Ligue 1,2025/2026,34,77356,1355526:34:77356,cluster-v1,0,4,96,4,137,2026-08-08T00:59:29.018773+00:00
1117069,1009372,Georges Mikautadze,,Ligue 1,2025/2026,34,77356,1117069:34:77356,cluster-v1,100,0,0,100,3,2026-08-08T00:59:30.502446+00:00
1227012,1110842,Simon Adingra,,Ligue 1,2025/2026,34,77356,1227012:34:77356,cluster-v1,14,49,37,63,368,2026-08-08T00:59:32.371927+00:00
1057433,1022084,Tanner Tessmann,,Ligue 1,2025/2026,34,77356,1057433:34:77356,cluster-v1,3,19,78,22,842,2026-08-08T00:59:34.550244+00:00
1368318,1216282,Luca Koleosho,,Ligue 1,2025/2026,34,77356,1368318:34:77356,cluster-v1,4,49,47,53,203,2026-08-08T00:59:38.219882+00:00
643229,367056,Jérémie Boga,,Ligue 1,2025/2026,34,77356,643229:34:77356,cluster-v1,2,73,25,75,122,2026-08-08T00:59:40.033347+00:00
598355,770677,Denis Zakaria,,Ligue 1,2025/2026,34,77356,598355:34:77356,cluster-v1,2,15,83,17,820,2026-08-08T00:59:42.199844+00:00
1292354,1131540,Théo Le Bris,,Ligue 1,2025/2026,34,77356,1292354:34:77356,cluster-v1,5,52,43,57,532,2026-08-08T00:59:48.222946+00:00
956659,945830,Himad Abdelli,,Ligue 1,2025/2026,34,77356,956659:34:77356,cluster-v1,1,20,79,21,599,2026-08-08T00:59:50.210559+00:00
199834,72998,Rémy Cabella,,Ligue 1,2025/2026,34,77356,199834:34:77356,cluster-v1,1,27,72,28,281,2026-08-08T00:59:51.929990+00:00
500520,368120,Nabil Bentaleb,,Ligue 1,2025/2026,34,77356,500520:34:77356,cluster-v1,0,19,81,19,674,2026-08-08T00:59:53.957051+00:00
863708,890329,Ignatius Ganago,,Ligue 1,2025/2026,34,77356,863708:34:77356,cluster-v1,25,50,25,75,137,2026-08-08T00:59:55.759369+00:00
853108,940328,Jean-Philippe Krasso,,Ligue 1,2025/2026,34,77356,853108:34:77356,cluster-v1,18,32,50,50,340,2026-08-08T00:59:57.700982+00:00
864154,891505,Goduine Koyalipou,,Ligue 1,2025/2026,34,77356,864154:34:77356,cluster-v1,24,20,56,44,80,2026-08-08T00:59:59.325220+00:00
1276934,1130111,Marius Broholm,,Ligue 1,2025/2026,34,77356,1276934:34:77356,cluster-v1,4,64,32,68,95,2026-08-08T01:00:01.248432+00:00
505059,190883,Branco Van den Boomen,,Ligue 1,2025/2026,34,77356,505059:34:77356,cluster-v1,0,19,81,19,642,2026-08-08T01:00:03.856327+00:00
1634789,1423504,Andrija Bulatovic,,Ligue 1,2025/2026,34,77356,1634789:34:77356,cluster-v1,0,28,72,28,281,2026-08-08T01:00:11.980637+00:00
1607493,1405912,Dehmaine Tabibou,,Ligue 1,2025/2026,34,77356,1607493:34:77356,cluster-v1,3,34,63,37,434,2026-08-08T01:00:14.254893+00:00
1089922,995671,Reda Khadra,,Ligue 1,2025/2026,34,77356,1089922:34:77356,cluster-v1,0,100,0,100,23,2026-08-08T01:00:18.579255+00:00
1284071,1130942,Félix Lemaréchal,,Ligue 1,2025/2026,34,77356,1284071:34:77356,cluster-v1,0,45,55,45,150,2026-08-08T01:00:20.472787+00:00
1443464,1464025,Kendry Páez,,Ligue 1,2025/2026,34,77356,1443464:34:77356,cluster-v1,0,43,57,43,92,2026-08-08T01:00:22.305790+00:00
1426809,1402698,Ethan Mbappé,,Ligue 1,2025/2026,34,77356,1426809:34:77356,cluster-v1,13,38,49,51,220,2026-08-08T01:00:26.162735+00:00
1524069,1514916,Sidiki Cherif,,Ligue 1,2025/2026,34,77356,1524069:34:77356,cluster-v1,11,16,73,27,296,2026-08-08T01:00:28.150792+00:00
817500,873551,Mostafa Mohamed,,Ligue 1,2025/2026,34,77356,817500:34:77356,cluster-v1,17,27,56,44,213,2026-08-08T01:00:30.605875+00:00
161291,45512,Youssef El Arabi,,Ligue 1,2025/2026,34,77356,161291:34:77356,cluster-v1,6,16,78,22,268,2026-08-08T01:00:32.524748+00:00
1650431,825088,Ally Samatta,,Ligue 1,2025/2026,34,77356,1650431:34:77356,cluster-v1,17,33,50,50,395,2026-08-08T01:00:34.470824+00:00
1180718,1063235,Mohamed Ali Cho,,Ligue 1,2025/2026,34,77356,1180718:34:77356,cluster-v1,11,38,51,49,639,2026-08-08T01:00:36.348325+00:00
1574189,1473491,Senny Mayulu,,Ligue 1,2025/2026,34,77356,1574189:34:77356,cluster-v1,7,43,50,50,867,2026-08-08T01:00:40.242729+00:00
1463448,1127313,Tom Louchet,,Ligue 1,2025/2026,34,77356,1463448:34:77356,cluster-v1,2,30,68,32,485,2026-08-08T01:00:42.197987+00:00
1180481,963299,Johann Lepenant,,Ligue 1,2025/2026,34,77356,1180481:34:77356,cluster-v1,2,27,71,29,867,2026-08-08T01:00:44.438751+00:00
660462,801306,Pierre Lees Melou,,Ligue 1,2025/2026,34,77356,660462:34:77356,cluster-v1,1,22,77,23,877,2026-08-08T01:00:46.563266+00:00
1079548,976396,Joris Chotard,,Ligue 1,2025/2026,34,77356,1079548:34:77356,cluster-v1,0,17,83,17,945,2026-08-08T01:00:48.674424+00:00
192920,105951,Benjamin Stambouli,,Ligue 1,2025/2026,34,77356,192920:34:77356,cluster-v1,0,7,93,7,293,2026-08-08T01:00:50.664963+00:00
1561552,1564180,Ayyoub Bouaddi,,Ligue 1,2025/2026,34,77356,1561552:34:77356,cluster-v1,2,32,66,34,1088,2026-08-08T01:00:52.641013+00:00
1418073,1407484,Samuel Amo-Ameyaw,,Ligue 1,2025/2026,34,77356,1418073:34:77356,cluster-v1,6,47,47,53,488,2026-08-08T01:00:54.658770+00:00
1362622,1197153,Junior Mwanga,,Ligue 1,2025/2026,34,77356,1362622:34:77356,cluster-v1,1,16,83,17,624,2026-08-08T01:00:58.703382+00:00
988160,965357,Osame Sahraoui,,Ligue 1,2025/2026,34,77356,988160:34:77356,cluster-v1,4,61,35,65,235,2026-08-08T01:01:00.726529+00:00
1598170,1605921,Samir El Mourabet,,Ligue 1,2025/2026,34,77356,1598170:34:77356,cluster-v1,0,17,83,17,1111,2026-08-08T01:01:04.519665+00:00
1603755,1638338,Gessime Yassine,,Ligue 1,2025/2026,34,77356,1603755:34:77356,cluster-v1,2,51,47,53,167,2026-08-08T01:01:06.347462+00:00
786580,894733,Marshall Munetsi,,Ligue 1,2025/2026,34,77356,786580:34:77356,cluster-v1,13,17,70,30,158,2026-08-08T01:01:10.072657+00:00
561869,580642,Haris Belkebla,,Ligue 1,2025/2026,34,77356,561869:34:77356,cluster-v1,0,13,87,13,988,2026-08-08T01:01:12.290967+00:00
883823,904424,Elisha Owusu,,Ligue 1,2025/2026,34,77356,883823:34:77356,cluster-v1,0,16,84,16,821,2026-08-08T01:01:16.644274+00:00
812415,861324,Hugo Magnetti,,Ligue 1,2025/2026,34,77356,812415:34:77356,cluster-v1,0,21,79,21,986,2026-08-08T01:01:18.938656+00:00
952057,928033,Charles Vanhoutte,,Ligue 1,2025/2026,34,77356,952057:34:77356,cluster-v1,0,16,84,16,834,2026-08-08T01:01:23.099785+00:00
1469758,1490783,Simon Ebonog,,Ligue 1,2025/2026,34,77356,1469758:34:77356,cluster-v1,2,27,71,29,554,2026-08-08T01:01:24.979677+00:00
654096,856714,Declan Rice,,Premier League,2025/2026,17,76986,654096:17:76986,cluster-v1,2,31,67,33,1742,2026-08-08T01:01:33.158452+00:00
850354,866469,Bruno Guimarães,,Premier League,2025/2026,17,76986,850354:17:76986,cluster-v1,4,35,61,39,1346,2026-08-08T01:01:35.250621+00:00
942368,934386,Jérémy Doku,,Premier League,2025/2026,17,76986,942368:17:76986,cluster-v1,16,50,34,66,927,2026-08-08T01:01:37.162162+00:00
1089691,994546,Elliot Anderson,,Premier League,2025/2026,17,76986,1089691:17:76986,cluster-v1,3,29,68,32,1988,2026-08-08T01:01:39.313179+00:00
207236,117777,Granit Xhaka,,Premier League,2025/2026,17,76986,207236:17:76986,cluster-v1,0,23,77,23,1349,2026-08-08T01:01:41.801800+00:00
737066,839956,Erling Haaland,,Premier League,2025/2026,17,76986,737066:17:76986,cluster-v1,32,28,40,60,588,2026-08-08T01:01:43.729305+00:00
961995,934235,Bukayo Saka,,Premier League,2025/2026,17,76986,961995:17:76986,cluster-v1,16,48,36,64,971,2026-08-08T01:01:45.759898+00:00
